date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:10:56	56462/56462	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:10:56%20GMT	https://www.walkertapeco.com/walker-tape/preparation/scalp-protector	./mirrored_site/www.walkertapeco.com/walker-tape/preparation/scalp-protector.html	(from https://www.walkertapeco.com/)
13:10:57	61804/61804	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:10:57%20GMT	https://www.walkertapeco.com/walker-tape/preparation/99percent-alcohol	./mirrored_site/www.walkertapeco.com/walker-tape/preparation/99percent-alcohol.html	(from https://www.walkertapeco.com/)
13:10:58	41548/41548	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:10:58%20GMT	https://www.walkertapeco.com/walker-tape/tools	./mirrored_site/www.walkertapeco.com/walker-tape/tools.html	(from https://www.walkertapeco.com/)
13:10:59	70229/70229	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:10:59%20GMT	https://www.walkertapeco.com/walker-tape/tools/6-finger-clips	./mirrored_site/www.walkertapeco.com/walker-tape/tools/6-finger-clips.html	(from https://www.walkertapeco.com/)
13:11:00	86500/86500	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:00%20GMT	https://www.walkertapeco.com/walker-tape/tools/6-finger-silicone-clips	./mirrored_site/www.walkertapeco.com/walker-tape/tools/6-finger-silicone-clips.html	(from https://www.walkertapeco.com/)
13:11:01	49841/49841	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:01%20GMT	https://www.walkertapeco.com/walker-tape/tools/brushes	./mirrored_site/www.walkertapeco.com/walker-tape/tools/brushes.html	(from https://www.walkertapeco.com/)
13:11:02	54534/54534	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:02%20GMT	https://www.walkertapeco.com/walker-tape/tools/sponge-brushes	./mirrored_site/www.walkertapeco.com/walker-tape/tools/sponge-brushes.html	(from https://www.walkertapeco.com/)
13:11:03	46502/46502	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:03%20GMT	https://www.walkertapeco.com/walker-tape/the-hits-pack	./mirrored_site/www.walkertapeco.com/walker-tape/the-hits-pack.html	(from https://www.walkertapeco.com/)
13:11:04	40984/40984	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:04%20GMT	https://www.walkertapeco.com/beautify	./mirrored_site/www.walkertapeco.com/beautify.html	(from https://www.walkertapeco.com/)
13:11:05	51456/51456	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:05%20GMT	https://www.walkertapeco.com/beautify/hair-extension-tapes	./mirrored_site/www.walkertapeco.com/beautify/hair-extension-tapes.html	(from https://www.walkertapeco.com/)
13:11:06	61545/61545	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:06%20GMT	https://www.walkertapeco.com/beautify/hair-extension-tapes/duo-pro	./mirrored_site/www.walkertapeco.com/beautify/hair-extension-tapes/duo-pro.html	(from https://www.walkertapeco.com/)
13:11:07	56813/56813	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:07%20GMT	https://www.walkertapeco.com/beautify/hair-extension-tapes/lace-front	./mirrored_site/www.walkertapeco.com/beautify/hair-extension-tapes/lace-front.html	(from https://www.walkertapeco.com/)
13:11:08	59096/59096	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:08%20GMT	https://www.walkertapeco.com/beautify/hair-extension-tapes/natural-hold	./mirrored_site/www.walkertapeco.com/beautify/hair-extension-tapes/natural-hold.html	(from https://www.walkertapeco.com/)
13:11:09	56696/56696	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:09%20GMT	https://www.walkertapeco.com/beautify/hair-extension-tapes/no-shine	./mirrored_site/www.walkertapeco.com/beautify/hair-extension-tapes/no-shine.html	(from https://www.walkertapeco.com/)
13:11:10	56035/56035	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:10%20GMT	https://www.walkertapeco.com/beautify/hair-extension-tapes/pro-flex-ii	./mirrored_site/www.walkertapeco.com/beautify/hair-extension-tapes/pro-flex-ii.html	(from https://www.walkertapeco.com/)
13:11:11	56815/56815	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:11%20GMT	https://www.walkertapeco.com/beautify/hair-extension-tapes/ultra-hold	./mirrored_site/www.walkertapeco.com/beautify/hair-extension-tapes/ultra-hold.html	(from https://www.walkertapeco.com/)
13:11:12	55659/55659	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:12%20GMT	https://www.walkertapeco.com/beautify/hair-extension-tapes/Duo-Elite	./mirrored_site/www.walkertapeco.com/beautify/hair-extension-tapes/Duo-Elite.html	(from https://www.walkertapeco.com/)
13:11:13	41696/41696	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:13%20GMT	https://www.walkertapeco.com/beautify/adhesive-removers	./mirrored_site/www.walkertapeco.com/beautify/adhesive-removers.html	(from https://www.walkertapeco.com/)
13:11:14	51306/51306	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:14%20GMT	https://www.walkertapeco.com/beautify/adhesive-removers/c-22-solvent	./mirrored_site/www.walkertapeco.com/beautify/adhesive-removers/c-22-solvent.html	(from https://www.walkertapeco.com/)
13:11:15	58448/58448	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:15%20GMT	https://www.walkertapeco.com/beautify/adhesive-removers/extension-release	./mirrored_site/www.walkertapeco.com/beautify/adhesive-removers/extension-release.html	(from https://www.walkertapeco.com/)
13:11:16	57999/57999	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:16%20GMT	https://www.walkertapeco.com/beautify/adhesive-removers/no-trace	./mirrored_site/www.walkertapeco.com/beautify/adhesive-removers/no-trace.html	(from https://www.walkertapeco.com/)
13:11:17	58352/58352	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:17%20GMT	https://www.walkertapeco.com/beautify/adhesive-removers/weft-release	./mirrored_site/www.walkertapeco.com/beautify/adhesive-removers/weft-release.html	(from https://www.walkertapeco.com/)
13:11:18	43313/43313	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:18%20GMT	https://www.walkertapeco.com/beautify/preparation	./mirrored_site/www.walkertapeco.com/beautify/preparation.html	(from https://www.walkertapeco.com/)
13:11:19	51211/51211	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:19%20GMT	https://www.walkertapeco.com/beautify/preparation/extension-prep-shampoo	./mirrored_site/www.walkertapeco.com/beautify/preparation/extension-prep-shampoo.html	(from https://www.walkertapeco.com/)
13:11:20	40410/40410	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:20%20GMT	https://www.walkertapeco.com/beautify/system-care	./mirrored_site/www.walkertapeco.com/beautify/system-care.html	(from https://www.walkertapeco.com/)
13:11:21	50802/50802	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:21%20GMT	https://www.walkertapeco.com/beautify/system-care/leave-in-conditioner	./mirrored_site/www.walkertapeco.com/beautify/system-care/leave-in-conditioner.html	(from https://www.walkertapeco.com/)
13:11:22	53580/53580	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:22%20GMT	https://www.walkertapeco.com/beautify/system-care/perfecting-spray-for-synthetic-hair	./mirrored_site/www.walkertapeco.com/beautify/system-care/perfecting-spray-for-synthetic-hair.html	(from https://www.walkertapeco.com/)
13:11:23	39397/39397	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:23%20GMT	https://www.walkertapeco.com/frequently-asked-questions	./mirrored_site/www.walkertapeco.com/frequently-asked-questions.html	(from https://www.walkertapeco.com/)
13:11:24	45304/45304	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:24%20GMT	https://www.walkertapeco.com/international-guide	./mirrored_site/www.walkertapeco.com/international-guide.html	(from https://www.walkertapeco.com/)
13:11:25	37579/37579	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:25%20GMT	https://www.walkertapeco.com/tape-shapes-roll-sizes	./mirrored_site/www.walkertapeco.com/tape-shapes-roll-sizes.html	(from https://www.walkertapeco.com/)
13:11:26	40148/40148	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:26%20GMT	https://www.walkertapeco.com/patch-test	./mirrored_site/www.walkertapeco.com/patch-test.html	(from https://www.walkertapeco.com/)
13:11:27	53136/53136	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:27%20GMT	https://www.walkertapeco.com/signup	./mirrored_site/www.walkertapeco.com/signup.html	(from https://www.walkertapeco.com/)
13:11:28	37033/37033	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:28%20GMT	https://www.walkertapeco.com/select-your-region	./mirrored_site/www.walkertapeco.com/select-your-region.html	(from https://www.walkertapeco.com/)
13:11:29	35596/35596	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:29%20GMT	https://www.walkertapeco.com/find-a-salon-distributor	./mirrored_site/www.walkertapeco.com/find-a-salon-distributor.html	(from https://www.walkertapeco.com/)
13:11:30	39920/39920	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:30%20GMT	https://www.walkertapeco.com/about-us	./mirrored_site/www.walkertapeco.com/about-us.html	(from https://www.walkertapeco.com/)
13:11:31	48660/48660	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:31%20GMT	https://www.walkertapeco.com/careers	./mirrored_site/www.walkertapeco.com/careers.html	(from https://www.walkertapeco.com/)
13:11:32	40279/40279	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:32%20GMT	https://www.walkertapeco.com/contact-us	./mirrored_site/www.walkertapeco.com/contact-us.html	(from https://www.walkertapeco.com/)
13:11:33	36678/36678	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:33%20GMT	https://www.walkertapeco.com/walker-tape-core-values	./mirrored_site/www.walkertapeco.com/walker-tape-core-values.html	(from https://www.walkertapeco.com/)
13:11:34	75515/75515	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:34%20GMT	https://www.walkertapeco.com/privacy-policy	./mirrored_site/www.walkertapeco.com/privacy-policy.html	(from https://www.walkertapeco.com/)
13:11:35	35731/35731	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:35%20GMT	https://www.walkertapeco.com/accessibility	./mirrored_site/www.walkertapeco.com/accessibility.html	(from https://www.walkertapeco.com/)
13:11:36	41867/41867	---M-Z	200	added ('OK')	text/html	date:Tue,%2015%20Jul%202025%2013:11:36%20GMT	https://www.walkertapeco.com/terms-conditions	./mirrored_site/www.walkertapeco.com/terms-conditions.html	(from https://www.walkertapeco.com/)
13:11:39	34127/34127	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Jul%202025%2013:11:39%20GMT	https://www.walkertapeco.com/GET	./mirrored_site/www.walkertapeco.com/GET	(from https://www.walkertapeco.com/)
13:11:39	79929/79929	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2015%20Jul%202025%2013:11:39%20GMT	https://www.walkertapeco.com/scs/public/shopping.environment.ssp?lang=en_US&cur=&X-SC-Touchpoint=shopping&t=1749053307127	./mirrored_site/www.walkertapeco.com/scs/public/shopping.environmentdc06.ssp	(from https://www.walkertapeco.com/)
13:11:40	37745/37745	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2015%20Jul%202025%2013:11:40%20GMT	https://www.walkertapeco.com/scs/public/shopping.environment.shortcache.ssp?X-SC-Touchpoint=shopping&t=1749053307127	./mirrored_site/www.walkertapeco.com/scs/public/shopping.environment.shortcache2c6c.ssp	(from https://www.walkertapeco.com/)
13:11:41	36854/36854	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2011%20Jul%202025%2020:25:31%20GMT	https://www.walkertapeco.com/scs/languages/shopping_en_US.js?t=1749053307127	./mirrored_site/www.walkertapeco.com/scs/languages/shopping_en_US46c1.js	(from https://www.walkertapeco.com/)
13:11:42	129184/129184	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2014%20Jul%202025%2021:00:42%20GMT	https://www.walkertapeco.com/cms/3/cms.js	./mirrored_site/www.walkertapeco.com/cms/3/cms.js	(from https://www.walkertapeco.com/)
13:11:43	55026/55026	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2014%20Jul%202025%2021:00:42%20GMT	https://www.walkertapeco.com/nlrum/nlRUM.js	./mirrored_site/www.walkertapeco.com/nlrum/nlRUM.js	(from https://www.walkertapeco.com/)
13:11:45	1268284/1268284	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2011%20Jul%202025%2020:25:31%20GMT	https://www.walkertapeco.com/scs/extensions/shopping-templates_2.js?t=1749053307127	./mirrored_site/www.walkertapeco.com/scs/extensions/shopping-templates_246c1.js	(from https://www.walkertapeco.com/)
